"SR- LS GR-L"|"Yes"|"Yes"|"Stratified loamy sand to gravelly loam"|"7933867"|"15149498"
"SICL"|"No "|"No "|"Silty clay loam"|"8068223"|"15209331"
"SIL"|"No "|"No "|"Silt loam"|"8068223"|"15357503"
"CL"|"No "|"No "|"Clay loam"|"8068224"|"15505675"
"C"|"No "|"No "|"Clay"|"8068224"|"15653846"
"SIL"|"No "|"Yes"|"Silt loam"|"8068225"|"15209332"
"CL"|"No "|"No "|"Clay loam"|"8068226"|"15357504"
"SCL"|"No "|"No "|"Sandy clay loam"|"8068226"|"15505676"
"SICL"|"No "|"No "|"Silty clay loam"|"8068226"|"15653847"
"CL"|"No "|"No "|"Clay loam"|"8068227"|"15209333"
"L"|"No "|"No "|"Loam"|"8068227"|"15357505"
"L"|"No "|"No "|"Loam"|"8068228"|"15505677"
"CL"|"No "|"No "|"Clay loam"|"8068228"|"15653848"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8068229"|"15209334"
"CL"|"No "|"No "|"Clay loam"|"8068230"|"15357506"
"L"|"No "|"No "|"Loam"|"8068230"|"15505678"
"SIL"|"No "|"No "|"Silt loam"|"8068231"|"15209335"
"SICL"|"No "|"No "|"Silty clay loam"|"8068231"|"15653849"
"C"|"No "|"No "|"Clay"|"8068232"|"15357507"
"SIC"|"No "|"No "|"Silty clay"|"8068232"|"15505679"
"CL"|"No "|"No "|"Clay loam"|"8068232"|"15653850"
"L"|"No "|"Yes"|"Loam"|"8068233"|"15209336"
"CL"|"No "|"No "|"Clay loam"|"8068234"|"15357508"
"L"|"No "|"No "|"Loam"|"8068234"|"15505680"
"L"|"No "|"No "|"Loam"|"8068235"|"15209337"
"C"|"No "|"No "|"Clay"|"8068235"|"15357509"
"CL"|"No "|"No "|"Clay loam"|"8068235"|"15653851"
"L"|"No "|"Yes"|"Loam"|"8068236"|"15505681"
"C"|"No "|"No "|"Clay"|"8068237"|"15209338"
"CL"|"No "|"No "|"Clay loam"|"8068237"|"15653852"
"SR- FSL SICL"|"Yes"|"Yes"|"Stratified fine sandy loam to silty clay loam"|"8068238"|"15357510"
"L"|"No "|"Yes"|"Loam"|"8068239"|"15505682"
"CL"|"No "|"No "|"Clay loam"|"8068240"|"15209339"
"L"|"No "|"No "|"Loam"|"8068240"|"15653853"
"L"|"No "|"No "|"Loam"|"8068241"|"15357511"
"CL"|"No "|"No "|"Clay loam"|"8068241"|"15505683"
"CL"|"No "|"No "|"Clay loam"|"8068242"|"15209340"
"L"|"No "|"No "|"Loam"|"8068242"|"15653854"
"SR- FSL SICL"|"Yes"|"Yes"|"Stratified fine sandy loam to silty clay loam"|"8068243"|"15357512"
"C"|"No "|"Yes"|"Clay"|"8068244"|"15505684"
"C"|"No "|"Yes"|"Clay"|"8068245"|"15653855"
"L"|"No "|"Yes"|"Loam"|"8068246"|"15209341"
"L"|"No "|"Yes"|"Loam"|"8068247"|"15357513"
"SR- FSL SICL"|"Yes"|"Yes"|"Stratified fine sandy loam to silty clay loam"|"8068248"|"15505685"
"C"|"No "|"No "|"Clay"|"8068249"|"15209342"
"CL"|"No "|"No "|"Clay loam"|"8068249"|"15357514"
"SIC"|"No "|"No "|"Silty clay"|"8068249"|"15653856"
"C"|"No "|"No "|"Clay"|"8068250"|"15209343"
"CL"|"No "|"No "|"Clay loam"|"8068250"|"15505686"
"SICL"|"No "|"No "|"Silty clay loam"|"8068250"|"15653857"
"SICL"|"No "|"No "|"Silty clay loam"|"8068251"|"15357515"
"SIL"|"No "|"No "|"Silt loam"|"8068251"|"15505687"
"L"|"No "|"No "|"Loam"|"8068252"|"15209344"
"C"|"No "|"No "|"Clay"|"8068252"|"15357516"
"CL"|"No "|"No "|"Clay loam"|"8068252"|"15653858"
"L"|"No "|"Yes"|"Loam"|"8068253"|"15505688"
"CL"|"No "|"No "|"Clay loam"|"8068254"|"15209345"
"SIC"|"No "|"No "|"Silty clay"|"8068254"|"15357517"
"SICL"|"No "|"No "|"Silty clay loam"|"8068254"|"15653859"
"C"|"No "|"No "|"Clay"|"8068255"|"15505689"
"SIC"|"No "|"No "|"Silty clay"|"8068255"|"15653860"
"L"|"No "|"Yes"|"Loam"|"8068256"|"15209346"
"C"|"No "|"Yes"|"Clay"|"8068257"|"15357518"
"SIL"|"No "|"Yes"|"Silt loam"|"8068258"|"15505690"
"SL"|"No "|"No "|"Sandy loam"|"8068259"|"15209347"
"FSL"|"No "|"No "|"Fine sandy loam"|"8068259"|"15653861"
"CL"|"No "|"No "|"Clay loam"|"8068260"|"15357519"
"L"|"No "|"No "|"Loam"|"8068260"|"15505691"
"SCL"|"No "|"No "|"Sandy clay loam"|"8068260"|"15653862"
"FSL"|"No "|"No "|"Fine sandy loam"|"8068261"|"15209348"
"LFS"|"No "|"No "|"Loamy fine sand"|"8068261"|"15357520"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8068261"|"15505692"
"SIL"|"No "|"Yes"|"Silt loam"|"8068262"|"15653863"
"CL"|"No "|"No "|"Clay loam"|"8068263"|"15209349"
"SIC"|"No "|"No "|"Silty clay"|"8068263"|"15357521"
"C"|"No "|"No "|"Clay"|"8068263"|"15505693"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068264"|"15653864"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068265"|"15209350"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068266"|"15357522"
"SIL"|"No "|"Yes"|"Silt loam"|"8068267"|"15505694"
"SIL"|"No "|"No "|"Silt loam"|"8068268"|"15209351"
"SICL"|"No "|"No "|"Silty clay loam"|"8068268"|"15357523"
"L"|"No "|"No "|"Loam"|"8068268"|"15653865"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068269"|"15505695"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8068270"|"15653866"
"FSL"|"No "|"No "|"Fine sandy loam"|"8068271"|"15209352"
"SL"|"No "|"No "|"Sandy loam"|"8068271"|"15357524"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068272"|"15505696"
"SIC"|"No "|"No "|"Silty clay"|"8068273"|"15209353"
"C"|"No "|"No "|"Clay"|"8068273"|"15653867"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8068274"|"15357525"
"GR-COSL"|"No "|"No "|"Gravelly coarse sandy loam"|"8068275"|"15209354"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8068275"|"15505697"
"GR-L"|"No "|"No "|"Gravelly loam"|"8068275"|"15653868"
"SG"|"No "|"Yes"|"Sand and gravel"|"8068276"|"15357526"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068277"|"15505698"
"SIC"|"No "|"Yes"|"Silty clay"|"8068278"|"15653869"
"SIL"|"No "|"No "|"Silt loam"|"8068279"|"15209355"
"L"|"No "|"No "|"Loam"|"8068279"|"15357527"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8068279"|"15505699"
"L"|"No "|"Yes"|"Loam"|"8068280"|"15653870"
"L"|"No "|"Yes"|"Loam"|"8068281"|"15209356"
"SIL"|"No "|"Yes"|"Silt loam"|"8068282"|"15357528"
"FSL"|"No "|"No "|"Fine sandy loam"|"8068283"|"15505700"
"SL"|"No "|"No "|"Sandy loam"|"8068283"|"15653871"
"CL"|"No "|"No "|"Clay loam"|"8068284"|"15209357"
"L"|"No "|"No "|"Loam"|"8068284"|"15357529"
"CL"|"No "|"No "|"Clay loam"|"8068285"|"15209358"
"C"|"No "|"No "|"Clay"|"8068285"|"15505701"
"SICL"|"No "|"No "|"Silty clay loam"|"8068285"|"15653872"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068286"|"15357530"
"L"|"No "|"Yes"|"Loam"|"8068287"|"15505702"
"C"|"No "|"No "|"Clay"|"8068288"|"15209359"
"SICL"|"No "|"No "|"Silty clay loam"|"8068288"|"15357531"
"CL"|"No "|"No "|"Clay loam"|"8068288"|"15653873"
"CL"|"No "|"No "|"Clay loam"|"8068289"|"15209360"
"L"|"No "|"No "|"Loam"|"8068289"|"15505703"
"SIL"|"No "|"No "|"Silt loam"|"8068289"|"15653874"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068290"|"15357532"
"L"|"No "|"No "|"Loam"|"8068291"|"15505704"
"CL"|"No "|"No "|"Clay loam"|"8068291"|"15653875"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8068292"|"15209361"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068293"|"15357533"
"SR- LS C"|"Yes"|"Yes"|"Stratified loamy sand to clay"|"8068294"|"15505705"
"L"|"No "|"Yes"|"Loam"|"8068295"|"15653876"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068296"|"15209362"
"SIL"|"No "|"No "|"Silt loam"|"8068297"|"15357534"
"L"|"No "|"No "|"Loam"|"8068297"|"15505706"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8068297"|"15653877"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068298"|"15209363"
"FSL"|"No "|"No "|"Fine sandy loam"|"8068299"|"15357535"
"SL"|"No "|"No "|"Sandy loam"|"8068299"|"15505707"
"L"|"No "|"No "|"Loam"|"8068300"|"15209364"
"SCL"|"No "|"No "|"Sandy clay loam"|"8068300"|"15357536"
"CL"|"No "|"No "|"Clay loam"|"8068300"|"15653878"
"C"|"No "|"No "|"Clay"|"8068301"|"15209365"
"CL"|"No "|"No "|"Clay loam"|"8068301"|"15505708"
"SIC"|"No "|"No "|"Silty clay"|"8068301"|"15653879"
"SR- FSL SICL"|"Yes"|"Yes"|"Stratified fine sandy loam to silty clay loam"|"8068302"|"15357537"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8068303"|"15505709"
"LFS"|"No "|"No "|"Loamy fine sand"|"8068304"|"15209366"
"SL"|"No "|"No "|"Sandy loam"|"8068304"|"15357538"
"FSL"|"No "|"No "|"Fine sandy loam"|"8068304"|"15653880"
"SR- FSL L"|"Yes"|"Yes"|"Stratified fine sandy loam to loam"|"8068305"|"15505710"
"CL"|"No "|"No "|"Clay loam"|"8068306"|"15209367"
"SIL"|"No "|"No "|"Silt loam"|"8068306"|"15357539"
"SICL"|"No "|"No "|"Silty clay loam"|"8068306"|"15653881"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068307"|"15505711"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8068308"|"15653882"
"CL"|"No "|"No "|"Clay loam"|"8068309"|"15209368"
"L"|"No "|"No "|"Loam"|"8068309"|"15357540"
"SCL"|"No "|"No "|"Sandy clay loam"|"8068309"|"15505712"
"C"|"No "|"Yes"|"Clay"|"8068310"|"15653883"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8068311"|"15209369"
"C"|"No "|"Yes"|"Clay"|"8068312"|"15357541"
"SIC"|"No "|"No "|"Silty clay"|"8068313"|"15505713"
"C"|"No "|"No "|"Clay"|"8068313"|"15653884"
"C"|"No "|"Yes"|"Clay"|"8068314"|"15209370"
"C"|"No "|"Yes"|"Clay"|"8068315"|"15357542"
"C"|"No "|"Yes"|"Clay"|"8068316"|"15505714"
"SR- SICL C"|"Yes"|"Yes"|"Stratified silty clay loam to clay"|"8068317"|"15653885"
"C"|"No "|"No "|"Clay"|"8068318"|"15209371"
"SIC"|"No "|"No "|"Silty clay"|"8068318"|"15357543"
"C"|"No "|"Yes"|"Clay"|"8068319"|"15505715"
"C"|"No "|"Yes"|"Clay"|"8068320"|"15653886"
"CN-SIC"|"No "|"No "|"Channery silty clay"|"8068321"|"15209372"
"CN-C"|"No "|"No "|"Channery clay"|"8068321"|"15357544"
"SIC"|"No "|"No "|"Silty clay"|"8068321"|"15505716"
"CN-C"|"No "|"No "|"Channery clay"|"8068322"|"15209373"
"CNV-C"|"No "|"No "|"Very channery clay"|"8068322"|"15357545"
"C"|"No "|"No "|"Clay"|"8068322"|"15653887"
"CL"|"No "|"No "|"Clay loam"|"8068323"|"15209374"
"SIC"|"No "|"No "|"Silty clay"|"8068323"|"15505717"
"C"|"No "|"No "|"Clay"|"8068323"|"15653888"
"CL"|"No "|"No "|"Clay loam"|"8068324"|"15357546"
"C"|"No "|"No "|"Clay"|"8068324"|"15505718"
"SC"|"No "|"No "|"Sandy clay"|"8068324"|"15653889"
"GRV-L"|"No "|"No "|"Very gravelly loam"|"8068325"|"15209375"
"GRV-SL"|"No "|"No "|"Very gravelly sandy loam"|"8068325"|"15357547"
"GRV-CL"|"No "|"No "|"Very gravelly clay loam"|"8068325"|"15505719"
"SIC"|"No "|"No "|"Silty clay"|"8068326"|"15209376"
"L"|"No "|"No "|"Loam"|"8068326"|"15357548"
"CL"|"No "|"No "|"Clay loam"|"8068326"|"15653890"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068327"|"15505720"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068328"|"15653891"
"SIL"|"No "|"Yes"|"Silt loam"|"8068329"|"15209377"
"C"|"No "|"Yes"|"Clay"|"8068330"|"15357549"
"SIC"|"No "|"Yes"|"Silty clay"|"8068331"|"15505721"
"SIC"|"No "|"Yes"|"Silty clay"|"8068332"|"15653892"
"SIC"|"No "|"Yes"|"Silty clay"|"8068333"|"15209378"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068334"|"15357550"
"L"|"No "|"Yes"|"Loam"|"8068335"|"15505722"
"SIL"|"No "|"Yes"|"Silt loam"|"8068336"|"15653893"
"SIC"|"No "|"Yes"|"Silty clay"|"8068337"|"15209379"
"C"|"No "|"Yes"|"Clay"|"8068338"|"15357551"
"SICL"|"No "|"No "|"Silty clay loam"|"8068339"|"15505723"
"SIL"|"No "|"No "|"Silt loam"|"8068339"|"15653894"
"SIC"|"No "|"No "|"Silty clay"|"8068340"|"15209380"
"C"|"No "|"No "|"Clay"|"8068340"|"15357552"
"SICL"|"No "|"No "|"Silty clay loam"|"8068340"|"15505724"
"SIL"|"No "|"No "|"Silt loam"|"8068341"|"15209381"
"CL"|"No "|"No "|"Clay loam"|"8068341"|"15357553"
"L"|"No "|"No "|"Loam"|"8068341"|"15653895"
"L"|"No "|"No "|"Loam"|"8068342"|"15209382"
"SICL"|"No "|"No "|"Silty clay loam"|"8068342"|"15505725"
"CL"|"No "|"No "|"Clay loam"|"8068342"|"15653896"
"C"|"No "|"Yes"|"Clay"|"8068343"|"15357554"
"LFS"|"No "|"No "|"Loamy fine sand"|"8068344"|"15209383"
"LS"|"No "|"No "|"Loamy sand"|"8068344"|"15505726"
"FS"|"No "|"No "|"Fine sand"|"8068344"|"15653897"
"SIL"|"No "|"Yes"|"Silt loam"|"8068345"|"15357555"
"SIL"|"No "|"Yes"|"Silt loam"|"8068346"|"15505727"
"L"|"No "|"No "|"Loam"|"8068347"|"15209384"
"SIL"|"No "|"No "|"Silt loam"|"8068347"|"15653898"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8068348"|"15357556"
"L"|"No "|"No "|"Loam"|"8068349"|"15505728"
"CL"|"No "|"No "|"Clay loam"|"8068349"|"15653899"
"L"|"No "|"No "|"Loam"|"8068350"|"15209385"
"CL"|"No "|"No "|"Clay loam"|"8068350"|"15357557"
"SIL"|"No "|"No "|"Silt loam"|"8068350"|"15505729"
"SR- SL CL"|"Yes"|"Yes"|"Stratified sandy loam to clay loam"|"8068351"|"15653900"
"L"|"No "|"Yes"|"Loam"|"8068352"|"15209386"
"L"|"No "|"Yes"|"Loam"|"8068353"|"15357558"
"L"|"No "|"Yes"|"Loam"|"8068354"|"15505730"
"SIL"|"No "|"Yes"|"Silt loam"|"8068355"|"15653901"
"L"|"No "|"No "|"Loam"|"8068356"|"15209387"
"CL"|"No "|"No "|"Clay loam"|"8068356"|"15357559"
"ST-CL"|"No "|"No "|"Stony clay loam"|"8068356"|"15505731"
"CL"|"No "|"No "|"Clay loam"|"8068357"|"15209388"
"SIL"|"No "|"No "|"Silt loam"|"8068357"|"15357560"
"L"|"No "|"No "|"Loam"|"8068357"|"15653902"
"CL"|"No "|"No "|"Clay loam"|"8068358"|"15505732"
"L"|"No "|"No "|"Loam"|"8068358"|"15653903"
"SR- LFS SICL"|"Yes"|"Yes"|"Stratified loamy fine sand to silty clay loam"|"8068359"|"15209389"
"L"|"No "|"Yes"|"Loam"|"8068360"|"15357561"
"SICL"|"No "|"No "|"Silty clay loam"|"8068361"|"15505733"
"SIL"|"No "|"No "|"Silt loam"|"8068361"|"15653904"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8068362"|"15209390"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8068363"|"15357562"
"CL"|"No "|"No "|"Clay loam"|"8068364"|"15505734"
"C"|"No "|"No "|"Clay"|"8068364"|"15653905"
"SIC"|"No "|"No "|"Silty clay"|"8068365"|"15209391"
"C"|"No "|"No "|"Clay"|"8068365"|"15357563"
"CL"|"No "|"No "|"Clay loam"|"8068365"|"15505735"
"L"|"No "|"No "|"Loam"|"8068366"|"15209392"
"CL"|"No "|"No "|"Clay loam"|"8068366"|"15653906"
"SICL"|"No "|"No "|"Silty clay loam"|"8072118"|"15211116"
"C"|"No "|"No "|"Clay"|"8072118"|"15507459"
"CL"|"No "|"No "|"Clay loam"|"8072118"|"15655630"
"CL"|"No "|"No "|"Clay loam"|"8072119"|"15359288"
"C"|"No "|"No "|"Clay"|"8072119"|"15507460"
"CL"|"No "|"No "|"Clay loam"|"8072122"|"15507461"
"C"|"No "|"No "|"Clay"|"8072122"|"15655632"
"SICL"|"No "|"No "|"Silty clay loam"|"8072123"|"15211118"
"SIC"|"No "|"No "|"Silty clay"|"8072123"|"15359290"
"SIL"|"No "|"No "|"Silt loam"|"8072124"|"15211119"
"L"|"No "|"No "|"Loam"|"8072124"|"15507462"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8072124"|"15655633"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8072125"|"15359291"
"GRV-CL"|"No "|"No "|"Very gravelly clay loam"|"8072125"|"15507463"
"CNV-CL"|"No "|"No "|"Very channery clay loam"|"8072125"|"15655634"
"C"|"No "|"Yes"|"Clay"|"8072127"|"15655635"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8072128"|"15211121"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8073788"|"15359935"
"SIC"|"No "|"Yes"|"Silty clay"|"8073790"|"15211764"
"L"|"No "|"No "|"Loam"|"8079659"|"15362446"
"CL"|"No "|"No "|"Clay loam"|"8079659"|"15510618"
"FSL"|"No "|"No "|"Fine sandy loam"|"8079659"|"15658789"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8079660"|"15214275"
"SR- FSL CL"|"Yes"|"Yes"|"Stratified fine sandy loam to clay loam"|"8079661"|"15362447"
"CL"|"No "|"Yes"|"Clay loam"|"8080375"|"15659125"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8080376"|"15214611"
"SR- FSL CL"|"Yes"|"Yes"|"Stratified fine sandy loam to clay loam"|"8080377"|"15362783"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8080982"|"15659415"
"C"|"No "|"Yes"|"Clay"|"8080983"|"15214901"
"L"|"No "|"No "|"Loam"|"8080984"|"15363073"
"CL"|"No "|"No "|"Clay loam"|"8080984"|"15511245"
"CL"|"No "|"No "|"Clay loam"|"8081157"|"15511330"
"C"|"No "|"No "|"Clay"|"8081157"|"15659501"
"SIC"|"No "|"No "|"Silty clay"|"8081158"|"15214987"
"C"|"No "|"No "|"Clay"|"8081158"|"15363159"
"CL"|"No "|"No "|"Clay loam"|"8081158"|"15511331"
"SIL"|"No "|"No "|"Silt loam"|"8081167"|"15363164"
"SICL"|"No "|"No "|"Silty clay loam"|"8081167"|"15511336"
"CL"|"No "|"No "|"Clay loam"|"8081168"|"15214993"
"L"|"No "|"No "|"Loam"|"8081168"|"15659507"
"L"|"No "|"No "|"Loam"|"8081169"|"15363165"
"SIL"|"No "|"No "|"Silt loam"|"8081169"|"15511337"
"CL"|"No "|"No "|"Clay loam"|"8081169"|"15659508"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8081173"|"15511339"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081174"|"15214996"
"LVFS"|"No "|"No "|"Loamy very fine sand"|"8081174"|"15363168"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081174"|"15659510"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8081175"|"15511340"
"LS"|"No "|"No "|"Loamy sand"|"8081186"|"15363173"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081186"|"15511345"
"FS"|"No "|"No "|"Fine sand"|"8081186"|"15659516"
"FS"|"No "|"No "|"Fine sand"|"8081187"|"15215002"
"LS"|"No "|"No "|"Loamy sand"|"8081187"|"15363174"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081187"|"15511346"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8081188"|"15659517"
"SL"|"No "|"No "|"Sandy loam"|"8081189"|"15363175"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081189"|"15215003"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081190"|"15215004"
"FS"|"No "|"No "|"Fine sand"|"8081190"|"15511347"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081190"|"15659518"
"L"|"No "|"Yes"|"Loam"|"8081207"|"15363184"
"L"|"No "|"Yes"|"Loam"|"8081208"|"15511356"
"SIL"|"No "|"Yes"|"Silt loam"|"8081209"|"15659527"
"CL"|"No "|"No "|"Clay loam"|"8081239"|"15215027"
"L"|"No "|"No "|"Loam"|"8081239"|"15659541"
"SICL"|"No "|"No "|"Silty clay loam"|"8081240"|"15363199"
"CL"|"No "|"No "|"Clay loam"|"8081240"|"15511371"
"C"|"No "|"No "|"Clay"|"8081240"|"15659542"
"CL"|"No "|"No "|"Clay loam"|"8081241"|"15215028"
"SIC"|"No "|"No "|"Silty clay"|"8081241"|"15363200"
"C"|"No "|"No "|"Clay"|"8081241"|"15511372"
"L"|"No "|"Yes"|"Loam"|"8081254"|"15659549"
"L"|"No "|"No "|"Loam"|"8081255"|"15215035"
"CL"|"No "|"No "|"Clay loam"|"8081255"|"15363207"
"GR-L"|"No "|"No "|"Gravelly loam"|"8081256"|"15215036"
"L"|"No "|"No "|"Loam"|"8081256"|"15511379"
"SCL"|"No "|"No "|"Sandy clay loam"|"8081256"|"15659550"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8081294"|"15511398"
"SICL"|"No "|"No "|"Silty clay loam"|"8081295"|"15215055"
"SIC"|"No "|"No "|"Silty clay"|"8081295"|"15363227"
"CL"|"No "|"No "|"Clay loam"|"8081295"|"15659569"
"L"|"No "|"No "|"Loam"|"8081296"|"15511399"
"CL"|"No "|"No "|"Clay loam"|"8081296"|"15659570"
"SIL"|"No "|"Yes"|"Silt loam"|"8081297"|"15215056"
"CL"|"No "|"No "|"Clay loam"|"8081298"|"15363228"
"L"|"No "|"No "|"Loam"|"8081298"|"15511400"
"CL"|"No "|"No "|"Clay loam"|"8081308"|"15511404"
"L"|"No "|"No "|"Loam"|"8081308"|"15659575"
"CL"|"No "|"No "|"Clay loam"|"8081309"|"15215061"
"L"|"No "|"No "|"Loam"|"8081309"|"15363233"
"GRV-LS"|"No "|"No "|"Very gravelly loamy sand"|"8081310"|"15215062"
"GRV-S"|"No "|"No "|"Very gravelly sand"|"8081310"|"15511405"
"GR-LS"|"No "|"No "|"Gravelly loamy sand"|"8081310"|"15659576"
"CL"|"No "|"No "|"Clay loam"|"8081314"|"15363235"
"SICL"|"No "|"No "|"Silty clay loam"|"8081314"|"15511407"
"C"|"No "|"No "|"Clay"|"8081314"|"15659578"
"L"|"No "|"Yes"|"Loam"|"8081315"|"15215064"
"CL"|"No "|"No "|"Clay loam"|"8081316"|"15363236"
"C"|"No "|"No "|"Clay"|"8081316"|"15511408"
"SIL"|"No "|"No "|"Silt loam"|"8081327"|"15511412"
"L"|"No "|"No "|"Loam"|"8081327"|"15659583"
"L"|"No "|"No "|"Loam"|"8081328"|"15215069"
"CL"|"No "|"No "|"Clay loam"|"8081328"|"15363241"
"L"|"No "|"No "|"Loam"|"8081329"|"15511413"
"CL"|"No "|"No "|"Clay loam"|"8081329"|"15659584"
"SIC"|"No "|"No "|"Silty clay"|"8081330"|"15215070"
"C"|"No "|"No "|"Clay"|"8081330"|"15363242"
"SICL"|"No "|"No "|"Silty clay loam"|"8081330"|"15511414"
"CL"|"No "|"No "|"Clay loam"|"8081331"|"15215071"
"L"|"No "|"No "|"Loam"|"8081331"|"15363243"
"SIC"|"No "|"No "|"Silty clay"|"8081331"|"15659585"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081367"|"15215088"
"SL"|"No "|"No "|"Sandy loam"|"8081367"|"15363260"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081367"|"15659602"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081368"|"15215089"
"CL"|"No "|"No "|"Clay loam"|"8081368"|"15511432"
"L"|"No "|"No "|"Loam"|"8081368"|"15659603"
"L"|"No "|"Yes"|"Loam"|"8081369"|"15363261"
"SICL"|"No "|"No "|"Silty clay loam"|"8081370"|"15215090"
"SIC"|"No "|"No "|"Silty clay"|"8081370"|"15511433"
"C"|"No "|"No "|"Clay"|"8081370"|"15659604"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8081384"|"15363268"
"L"|"No "|"Yes"|"Loam"|"8081385"|"15511440"
"L"|"No "|"Yes"|"Loam"|"8081389"|"15215098"
"SICL"|"No "|"No "|"Silty clay loam"|"8081390"|"15363270"
"SIC"|"No "|"No "|"Silty clay"|"8081390"|"15511442"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8081391"|"15659613"
"L"|"No "|"Yes"|"Loam"|"8081398"|"15511445"
"CL"|"No "|"No "|"Clay loam"|"8081399"|"15215102"
"L"|"No "|"No "|"Loam"|"8081399"|"15659616"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081400"|"15363274"
"SL"|"No "|"No "|"Sandy loam"|"8081400"|"15511446"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081400"|"15659617"
"FSL"|"No "|"No "|"Fine sandy loam"|"8081401"|"15215103"
"LFS"|"No "|"No "|"Loamy fine sand"|"8081401"|"15363275"
"SL"|"No "|"No "|"Sandy loam"|"8081401"|"15511447"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8081402"|"15659618"
"L"|"No "|"Yes"|"Loam"|"8081403"|"15215104"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8081404"|"15363276"
"SIL"|"No "|"Yes"|"Silt loam"|"8081452"|"15511468"
"SICL"|"No "|"No "|"Silty clay loam"|"8081453"|"15215125"
"CL"|"No "|"No "|"Clay loam"|"8081453"|"15363297"
"SIC"|"No "|"No "|"Silty clay"|"8081453"|"15659639"
"CL"|"No "|"No "|"Clay loam"|"8081454"|"15511469"
"L"|"No "|"No "|"Loam"|"8081454"|"15659640"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8081455"|"15215126"
"SIL"|"No "|"Yes"|"Silt loam"|"8083349"|"15512345"
"SIL"|"No "|"No "|"Silt loam"|"8083350"|"15216002"
"SICL"|"No "|"No "|"Silty clay loam"|"8083350"|"15364174"
"SIC"|"No "|"No "|"Silty clay"|"8083350"|"15660516"
"SIL"|"No "|"No "|"Silt loam"|"8083366"|"15364180"
"SICL"|"No "|"No "|"Silty clay loam"|"8083366"|"15512352"
"SICL"|"No "|"No "|"Silty clay loam"|"8083367"|"15216009"
"SIL"|"No "|"No "|"Silt loam"|"8083367"|"15660523"
"SICL"|"No "|"Yes"|"Silty clay loam"|"8083368"|"15364181"
"SICL"|"No "|"No "|"Silty clay loam"|"8083372"|"15216011"
"SIL"|"No "|"No "|"Silt loam"|"8083372"|"15364183"
